OBJECTID,IGS_ID,Permit_Number,County,Land_Type,Land_Number,Township,Range,Operator_Name,Lease_Name,Well_Number,Status,Twp_Direction,Rng_Direction,HydroFrac,Utmx,Utmy,Method,ClassII,permit_int,igs_int,Scan Status,Current Status,x,y
641,100146,100146,Daviess,Section,5,2,5,Hart Bros. Oil Co.,Graves,4,Orphaned,N,W,0,501562,4275692,scaled,,100146,100146,,0,-9682798.5995,4668776.6747
57280,157746,1012,Blackford,Section,8,23,11,Clamme,Clamme,1,Orphaned,N,E,0,644055,4479111,gps,,1012,157746,,1,-9495687.5889,4931580.2803
58226,158715,10139,Henry,Section,20,17,10,Antonetto Fort,ANTONETTO FORT,1,Orphaned,N,E,,634893,4418908,gps,,10139,158715,N,1,-9509114.8852,4852805.125
11949,111602,1022,Posey,Section,8,6,12,Nelson Development Company,Peter & Caroline Horstman,3,Orphaned,S,W,,430653,4208384,scaled,,1022,111602,N,1,-9772746.1705,4582323.1292
45402,145485,11267,Rush,Section,25,13,9,Austin & Lorinda Willis,AUSTIN & LORINDA WILLIS,1,Orphaned,N,E,,630684,4378669,gps,,11267,145485,N,1,-9515483.8093,4800440.3863
15557,115246,115246,Pike,Section,22,1,9,Consolidated Oil Development Co.,J.Q. McDaniel,1,Orphaned,S,W,0,465155,4251942,gps,,115246,115246,,1,-9729228.274,4638225.6223
15639,115331,115331,Pike,Section,23,1,9,unknown,Enos Loveless,1,Orphaned,S,W,,467341,4252629,gps,,115331,115331,,1,-9726444.446,4639117.0194
46607,146692,116,Shelby,Section,3,14,7,J. Harvey Snider Etal,Kemper,1,Orphaned,N,E,0,609243,4394142,gps,,116,146692,,1,-9542971.1857,4821016.4178
16645,116347,116347,Pike,Section,26,2,8,Murphy Oil Co.,J. Yeager,,Orphaned,S,W,,476372,4240268,gps,,116347,116347,,1,-9714881.7164,4623341.0924
3099,102643,11804,Vanderburgh,Section,25,5,11,"A. Dewus, Jr. Exploration & Producing, Inc.",Marie D. Knighton,1,Orphaned,S,W,,449015,4212944,scaled,,11804,102643,N,1,-9749495.8704,4588304.3532
20587,120335,1188,Sullivan,Section,34,8,10,C.C. Davis,Huff,5,Orphaned,N,W,,455881,4326370,pdms,,1188,120335,,1,-9741582.3493,4733903.2617
21112,120860,120860,Sullivan,Section,36,9,10,Cummins Petroleum Co.,M.J.Beard   a/c 1,11,Orphaned,N,W,,459427,4336249,aerophoto,,120860,120860,,1,-9737084.1867,4746702.5604
21116,120864,120864,Sullivan,Section,36,9,10,Cummins Petroleum Co.,M.J. Beard  a/c 1,9,Orphaned,N,W,,459566,4336303,aerophoto,,120864,120864,,1,-9736905.4171,4746773.3619
21121,120869,120869,Sullivan,Section,36,9,10,Cummins Petroleum Co.,M.J.Beard a/c 1,WS-1,Orphaned,N,W,,459423,4336494,scaled,,120869,120869,,1,-9737090.9768,4747019.5478
21203,120952,120952,Sullivan,Section,36,9,10,Kennedy Oil Co.,Jennie Heien Wood,2,Orphaned,N,W,,459953,4336423,scaled,,120952,120952,,1,-9736407.4786,4746931.2062
21204,120953,120953,Sullivan,Section,36,9,10,Kennedy Oil Co.,Jennie Heien Wood,5,Orphaned,N,W,,460081,4336556,scaled,,120953,120953,,1,-9736243.395,4747104.1478
21206,120955,120955,Sullivan,Section,36,9,10,Kennedy Oil Co.,Jennie Heien Wood,1,Orphaned,N,W,,460089,4336429,scaled,,120955,120955,,1,-9736232.2512,4746939.868
21207,120956,120956,Sullivan,Section,36,9,10,Kennedy Oil Co.,Jennie Heien Wood,4,Orphaned,N,W,,459947,4336515,scaled,,120956,120956,,1,-9736415.8171,4747050.2102
24909,124684,124684,Harrison,Section,4,5,4,Mahan,O'Brien,1,Orphaned,S,E,0,580267,4217787,gps,,124684,124684,,1,-9582881.0554,4594176.2983
25072,124850,124850,Harrison,Section,7,6,5,New Boston Oil & Gas Corp.,Fox,Unknown,Orphaned,S,E,,588320,4206804,gps,,124850,124850,,1,-9572808.4488,4580078.1596
25073,124851,124851,Harrison,Section,7,6,5,New Boston Oil & Gas Corp.,Fox,Unknown,Orphaned,S,E,,588299,4206813,gps,,124851,124851,,1,-9572834.9492,4580089.9066
26893,126706,126706,Marion,Section,27,17,5,Oaklandon Gas & Oil Co.,Pickle,1,Orphaned,N,E,0,590281,4416240,gps,,126706,126706,,0,-9567245.9615,4850177.8707
2881,102423,12701,Vanderburgh,Section,33,5,10,Truman W. Drake,JOHN EFFINGER,2A,Orphaned,S,W,,452172,4211040,pdms,,12701,102423,N,1,-9745475.6643,4585902.8529
60284,161000,12876,Sullivan,Section,5,8,9,Ottinger & Burgin,Shields,1,Orphaned,N,W,0,461590,4335461,gps,,12876,161000,,1,-9734291.7531,4745697.1086
34721,134635,134635,Decatur,Section,9,8,8,Deniston,Deniston,Unknown,Orphaned,N,E,0,617945,4334470,gps,,134635,134635,,1,-9532848.5528,4743389.2022
34754,134669,134669,Decatur,Section,10,9,8,Fisher,Fisher,Unknown,Orphaned,N,E,,619642,4343700,gps,,134669,134669,,1,-9530481.1237,4755298.7592
34769,134684,134684,Decatur,Section,33,9,8,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,,616628,4338482,gps,,134684,134684,,1,-9534467.8538,4748604.2478
34881,134812,134812,Decatur,Section,22,9,9,Hoeing,Hoeing,Unknown,Orphaned,N,E,0,629074,4341320,gps,,134812,134812,,1,-9518370.0343,4752023.8574
34910,134841,134841,Decatur,Section,32,9,9,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,,625695,4337554,gps,,134841,134841,,1,-9522803.4715,4747222.1849
34923,134854,134854,Decatur,Section,36,9,9,"Unknown Operator, North",Hahn,Unknown,Orphaned,N,E,0,632426,4338880,gps,,134854,134854,,1,-9514102.6498,4748794.0923
34925,134856,134856,Decatur,Section,3,9,10,Draping,Draping,Unknown,Orphaned,N,E,0,638301,4347228,gps,,134856,134856,,1,-9506342.271,4759468.2007
34941,134873,134873,Decatur,Section,20,9,10,Millhousen Natural Gas & Oil Co.,Millhousen Town Lot,Unknown,Orphaned,N,E,0,634850,4341441,gps,,134873,134873,,1,-9510922.3813,4752054.355
34988,134920,134920,Decatur,Section,1,10,9,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,,631073,4355378,gps,,134920,134920,,1,-9515488.8293,4770190.5407
35014,134946,134946,Decatur,Section,4,10,9,"Unknown Operator, North",Brainbridge,Unknown,Orphaned,N,E,,626569,4355108,gps,,134946,134946,,1,-9521310.5073,4769937.0778
35045,134977,134977,Decatur,Section,13,10,9,Schroeder,Schroeder,Unknown,Orphaned,N,E,0,631895,4352608,gps,,134977,134977,,1,-9514487.9422,4766581.9441
35105,135039,135039,Decatur,Section,30,10,9,"Unknown Operator, North",McGee,Unknown,Orphaned,N,E,,623304,4348500,pdms,,135039,135039,,1,-9525661.4658,4761441.2263
35114,135049,135049,Decatur,Section,35,10,9,Jackson,Jackson,Unknown,Orphaned,N,E,0,630780,4348358,gps,,135049,135049,,1,-9516019.1594,4761099.654
35126,135061,135061,Decatur,Section,5,10,10,Greensburg Gas & Electric Company,Springmeir,Unknown,Orphaned,N,E,0,634629,4356954,gps,,135061,135061,,1,-9510861.917,4772155.3025
35131,135066,135066,Decatur,Section,6,10,10,"Unknown Operator, North",I.O.O.F. Home,Unknown,Orphaned,N,E,0,632864,4355957,gps,,135066,135066,,1,-9513163.4102,4770901.8746
35179,135114,135114,Decatur,Section,18,10,10,Robbins,Robbins,Unknown,Orphaned,N,E,0,633803,4352140,gps,,135114,135114,,1,-9512035.4611,4765933.2895
35180,135115,135115,Decatur,Section,18,10,10,Robbins,Robbins,Unknown,Orphaned,N,E,0,633839,4352720,gps,,135115,135115,,1,-9511976.1416,4766684.1513
35195,135130,135130,Decatur,Section,23,10,10,Decater Oil Co.,Clark,Unknown,Orphaned,N,E,0,639444,4351850,gps,,135130,135130,,1,-9504761.393,4765429.386
35196,135131,135131,Decatur,Section,23,10,10,Doles,Doles,Unknown,Orphaned,N,E,,639217,4351546,gps,,135131,135131,,1,-9505061.3669,4765040.7209
35271,135208,135208,Decatur,Section,14,11,8,Reed,Reed,Unknown,Orphaned,N,E,0,620486,4362667,gps,,135208,135208,,1,-9529014.2475,4779867.4128
35296,135233,135233,Decatur,Section,26,11,8,Zoller Gas Co.,Reed,38,Orphaned,N,E,,619990,4358513,gps,,135233,135233,,1,-9529738.2182,4774487.7764
35317,135255,135255,Decatur,Section,1,11,9,Clarksburg Gas Co.,Meek,Unknown,Orphaned,N,E,,632113,4365467,gps,,135255,135255,,1,-9513924.4039,4783256.2801
35321,135259,135259,Decatur,Section,2,11,9,Greensburg Gas & Electric Company,Metzler,Unknown,Orphaned,N,E,,629892,4365420,pdms,,135259,135259,,1,-9516797.0688,4783243.9233
35322,135260,135260,Decatur,Section,2,11,9,Greensburg Gas & Electric Company,Wilkinson,Unknown,Orphaned,N,E,,629562,4365690,gps,,135260,135260,,1,-9517217.9178,4783601.591
35328,135266,135266,Decatur,Section,3,11,9,"Unknown Operator, North",Rogers,Unknown,Orphaned,N,E,,628053,4365353,gps,,135266,135266,,1,-9519176.2598,4783196.6097
35341,135279,135279,Decatur,Section,8,11,9,Taylor,Taylor,Unknown,Orphaned,N,E,,625677,4363287,gps,,135279,135279,,1,-9522291.5922,4780565.323
35347,135285,135285,Decatur,Section,11,11,9,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,,630787,4364093,gps,,135285,135285,,1,-9515668.7754,4781501.9217
35367,135305,135305,Decatur,Section,13,11,9,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,,630910,4362547,gps,,135305,135305,,1,-9515543.4473,4779492.8377
35375,135313,135313,Decatur,Section,14,11,9,"Unknown Operator, North",Sefton,Unknown,Orphaned,N,E,,629705,4361710,gps,,135313,135313,,1,-9517118.934,4778432.9612
35383,135321,135321,Decatur,Section,16,11,9,"Unknown Operator, North",Robertson,Unknown,Orphaned,N,E,,626844,4363224,gps,,135321,135321,,1,-9520784.4159,4780458.9422
35391,135329,135329,Decatur,Section,17,11,9,White,White,Unknown,Orphaned,N,E,,625240,4362034,gps,,135329,135329,,1,-9522882.5834,4778948.412
35424,135362,135362,Decatur,Section,24,11,9,"Unknown Operator, North",Sefton,Unknown,Orphaned,N,E,,630936,4361425,gps,,135362,135362,,1,-9515534.2743,4778036.3889
35429,135367,135367,Decatur,Section,26,11,9,"Unknown Operator, North",Hamilton,Unknown,Orphaned,N,E,,630897,4358712,gps,,135367,135367,,1,-9515643.6797,4774517.7765
35432,135370,135370,Decatur,Section,27,11,9,"Unknown Operator, North",Hunter,Unknown,Orphaned,N,E,,628082,4360020,gps,,135370,135370,,1,-9519252.396,4776275.2498
35443,135381,135381,Decatur,Section,30,11,9,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,,622990,4359825,gps,,135381,135381,,1,-9525835.7539,4776128.9177
35447,135385,135385,Decatur,Section,31,11,9,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,,624171,4358207,gps,,135385,135385,,1,-9524343.1694,4774005.7828
35449,135387,135387,Decatur,Section,32,11,9,"Unknown Operator, North",Callicot,Unknown,Orphaned,N,E,,625646,4357635,gps,,135387,135387,,1,-9522449.6876,4773233.2123
35464,135402,135402,Decatur,Section,6,11,10,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,,632614,4365118,gps,,135402,135402,,1,-9513284.3494,4782792.1513
35465,135403,135403,Decatur,Section,6,11,10,"Unknown Operator, North",Shirk,Unknown,Orphaned,N,E,0,633043,4365585,gps,,135403,135403,,1,-9512719.3575,4783388.8421
2864,102406,13542,Vanderburgh,Section,33,5,10,Truman W. Drake,JOHN EFFINGER,3B,Orphaned,S,W,,452791,4211420,pdms,,13542,102406,N,1,-9744693.1615,4586391.5596
35487,135425,135425,Decatur,Section,34,12,8,St. Paul Natural Gas & Oil Co.,Allison,Unknown,Orphaned,N,E,0,619382,4366890,gps,,135425,135425,,1,-9530357.3134,4785371.6026
35489,135427,135427,Decatur,Section,34,12,8,St. Paul Natural Gas & Oil Co.,Allison,Unknown,Orphaned,N,E,0,618989,4367113,gps,,135427,135427,,1,-9530861.1572,4785669.0111
35507,135445,135445,Decatur,Section,34,12,9,"Unknown Operator, North",Rice,Unknown,Orphaned,N,E,,628046,4366929,gps,,135445,135445,,1,-9519151.6875,4785242.8678
35509,135447,135447,Decatur,Section,34,12,9,"Unknown Operator, North",Shellhorn,Unknown,Orphaned,N,E,,628585,4367532,gps,,135447,135447,,1,-9518441.7157,4786014.2698
35510,135448,135448,Decatur,Section,36,12,9,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,0,631589,4368130,gps,,135448,135448,,1,-9514543.506,4786725.3841
35610,135565,135565,Delaware,Section,7,20,10,Crapo,Crapo,1,Orphaned,N,E,0,632731,4451770,pdms,,135565,135565,,1,-9511179.9641,4895900.5205
8566,108187,13558,Dubois,Section,29,3,5,Luther Byers,LUTHER BYERS,1,Orphaned,S,W,,500252,4230080,gps,,13558,108187,N,1,-9684475.8143,4610367.1577
35704,135670,135670,Delaware,Section,16,21,10,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,0,635569,4458520,gps,,135670,135670,,0,-9507310.431,4904698.8828
35715,135685,135685,Delaware,Section,4,21,11,"Unknown Operator, North",Black,Unknown,Orphaned,N,E,0,645219,4463035,gps,,135685,135685,,1,-9494567.8897,4910395.987
36225,136241,136241,Grant,Section,5,22,9,Indiana Natural Gas and Oil Co.,Kirkwood,1,Orphaned,N,E,,624287,4470856,gps,,136241,136241,,1,-9521808.9361,4921176.6864
36933,136982,136982,Grant,Section,36,24,6,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,0,602404,4481690,gps,,136982,136982,,1,-9550304.8837,4935882.6064
37404,137453,137453,Grant,Section,16,25,6,"Unknown Operator, North",Unknown,Unknown,Orphaned,N,E,0,597603,4497270,pdms,,137453,137453,,1,-9556341.0989,4956526.3833
38672,138730,138730,Hamilton,Section,20,18,6,Fleming,Bell,Unknown,Orphaned,N,E,0,597101,4428613,gps,,138730,138730,,1,-9558162.2121,4866252.512
38690,138748,138748,Hamilton,Section,31,18,6,Unknown,Kinnaman,Unknown,Orphaned,N,E,0,594751,4424960,gps,,138748,138748,,1,-9561285.6902,4861510.3745
38693,138751,138751,Hamilton,Section,32,18,6,Unknown,Burk,Unknown,Orphaned,N,E,0,595928,4424490,gps,,138751,138751,,1,-9559759.4284,4860876.144
38694,138752,138752,Hamilton,Section,32,18,6,Kinnaman,Hensley,1,Orphaned,N,E,0,597132,4424380,gps,,138752,138752,,1,-9558192.1984,4860712.2627
39008,139066,139066,Hamilton,Section,19,19,6,Unknown,Aldred,Unknown,Orphaned,N,E,0,595285,4437290,gps,,139066,139066,,0,-9560388.123,4877647.852
39117,139175,139175,Hamilton,Section,23,20,4,Arcadia Brick Works,Hollett,Unknown,Orphaned,N,E,0,581489,4446680,gps,,139175,139175,,1,-9578266.2424,4890173.1181
39136,139194,139194,Hamilton,Section,32,20,4,Unknown,Anthony,1,Orphaned,N,E,0,576003,4442802,gps,,139194,139194,,1,-9585488.0981,4885160.269
39191,139249,139249,Hamilton,Section,33,20,5,Unknown,Mosbaugh,Unknown,Orphaned,N,E,0,588709,4443780,gps,,139249,139249,,1,-9568873.4255,4886261.8097
39242,139300,139300,Hancock,Section,29,15,6,Unknown,Herrlick,0,Orphaned,N,E,0,595730,4397280,gps,,139300,139300,,1,-9560460.3994,4825341.4508
39260,139318,139318,Hancock,Section,9,15,7,Unknown,Morehead,0,Orphaned,N,E,0,607432,4402570,gps,,139318,139318,,1,-9545168.7042,4832038.5495
39282,139340,139340,Hancock,Section,15,15,7,J. Harvey Snider Etal,Barrett,2,Orphaned,N,E,0,607862,4400070,gps,,139340,139340,,1,-9544655.6193,4828769.8015
39310,139368,139368,Hancock,Section,22,15,7,Unknown,Duncan,1,Orphaned,N,E,0,607599,4398988,gps,,139368,139368,,1,-9545016.9414,4827363.6316
39325,139384,139384,Hancock,Section,28,15,7,J. Harvey Snider Etal,Jonas,0,Orphaned,N,E,0,607392,4398315,gps,,139384,139384,,1,-9545298.0111,4826489.8818
39347,139406,139406,Hancock,Section,18,15,8,Unknown,Binford,0,Orphaned,N,E,0,613775,4401490,gps,,139406,139406,,1,-9536947.6473,4830510.4659
39353,139412,139412,Hancock,Section,28,15,8,Blue River Gas Company,Jessup,0,Orphaned,N,E,0,615553,4397612,gps,,139412,139412,,1,-9534713.5648,4825418.9507
39361,139420,139420,Hancock,Section,12,16,5,Ohio Oil Company,Stoner,1,Orphaned,N,E,0,591322,4412010,gps,,139420,139420,,1,-9565956.533,4844634.6057
39369,139428,139428,Hancock,Section,9,16,6,Steele,Steele,0,Orphaned,N,E,0,595970,4411008,gps,,139428,139428,,1,-9559925.3882,4843251.4826
39483,139542,139542,Hancock,Section,3,16,8,Shelbyville Gas Co.,Conklin,1,Orphaned,N,E,0,618351,4413340,gps,,139542,139542,,1,-9530764.7442,4845887.8584
39492,139551,139551,Hancock,Section,4,16,8,Shelbyville Gas Co.,Smith,0,Orphaned,N,E,0,615822,4414505,gps,,139551,139551,,1,-9534032.3415,4847460.4267
39538,139597,139597,Hancock,Section,15,16,8,Shelbyville Gas Co.,Simmons,0,Orphaned,N,E,0,618061,4410600,gps,,139597,139597,,1,-9531197.0944,4842315.11
39584,139644,139644,Hancock,Section,23,16,8,Knightstown Natural Gas Co. Inc.,Haywood,0,Orphaned,N,E,0,619248,4408643,gps,,139644,139644,,1,-9529692.8698,4839735.9108
39667,139727,139727,Hancock,Section,13,17,6,Vernon Natural Gas & Oil Co.,Humbles,0,Orphaned,N,E,0,602877,4420678,gps,,139727,139727,,1,-9550770.6475,4855771.4411
39692,139752,139752,Hancock,Section,17,17,6,Vernon Natural Gas & Oil Co.,Davis,0,Orphaned,N,E,0,596416,4420461,gps,,139752,139752,,1,-9559189.8637,4855598.0637
39742,139802,139802,Hancock,Section,9,17,7,Hoover Gas Co.,Jackson,0,Orphaned,N,E,0,608492,4421630,gps,,139802,139802,,1,-9543439.5694,4856914.6263
39751,139811,139811,Hancock,Section,12,17,7,Unknown,Collingwood,0,Orphaned,N,E,0,612405,4420933,gps,,139811,139811,,1,-9538355.8597,4855929.0357
39759,139819,139819,Hancock,Section,13,17,7,Unknown,Richart,0,Orphaned,N,E,0,612977,4420490,gps,,139819,139819,,1,-9537619.3958,4855338.7214
39761,139821,139821,Hancock,Section,14,17,7,Unknown,Atkins,0,Orphaned,N,E,0,610949,4420106,gps,,139821,139821,,1,-9540267.9322,4854875.5542
39762,139822,139822,Hancock,Section,14,17,7,Unknown,Chapple,0,Orphaned,N,E,0,611018,4419462,gps,,139822,139822,,0,-9540190.2755,4854032.2455
39764,139824,139824,Hancock,Section,14,17,7,Unknown,Keller,1,Orphaned,N,E,0,610988,4419664,gps,,139824,139824,,1,-9540225.5156,4854296.9129
39771,139831,139831,Hancock,Section,15,17,7,Unknown,McCarty,3,Orphaned,N,E,0,608969,4419220,gps,,139831,139831,,0,-9542863.0636,4853754.4776
39866,139926,139926,Hancock,Section,7,17,8,Unknown,Kendall,0,Orphaned,N,E,0,613680,4421610,gps,,139926,139926,,1,-9536682.0724,4856789.6196
39874,139934,139934,Hancock,Section,8,17,8,Unknown,Hopps,0,Orphaned,N,E,,616642,4422200,pdms,,139934,139934,,1,-9532812.1296,4857502.6915
39879,139939,139939,Hancock,Section,9,17,8,Unknown,McDaniel,0,Orphaned,N,E,0,618058,4422230,gps,,139939,139939,,1,-9530966.9837,4857513.4179
39884,139944,139944,Hancock,Section,9,17,8,Unknown,VanDyne,0,Orphaned,N,E,,617092,4422628,gps,,139944,139944,,1,-9532217.3742,4858053.4251
39885,139945,139945,Hancock,Section,9,17,8,Unknown,VanDyne,0,Orphaned,N,E,,617333,4422628,gps,,139945,139945,,1,-9531903.4196,4858048.5779
39892,139952,139952,Hancock,Section,14,17,8,Unknown,Hanna,0,Orphaned,N,E,0,620821,4419468,gps,,139952,139952,,1,-9527424.8113,4853845.3737
39900,139960,139960,Hancock,Section,16,17,8,Unknown,Bridges,0,Orphaned,N,E,0,617319,4420610,gps,,139960,139960,,1,-9531962.1034,4855409.9134
39914,139974,139974,Hancock,Section,18,17,8,Unknown,Martin,0,Orphaned,N,E,0,613916,4420120,gps,,139974,139974,,1,-9536403.6533,4854836.6803
39939,139999,139999,Hancock,Section,22,17,8,Unknown,Harlan,0,Orphaned,N,E,0,618339,4419370,gps,,139999,139999,,1,-9530658.7401,4853768.1112
39954,140014,140014,Hancock,Section,26,17,8,Masters Gas Co.,Lisher,0,Orphaned,N,E,0,621550,4416234,gps,,140014,140014,,1,-9526542.5896,4849603.3174
39957,140017,140017,Hancock,Section,26,17,8,Unknown,Ware,0,Orphaned,N,E,0,620708,4416227,gps,,140017,140017,,1,-9527638.6725,4849611.6201
39977,140037,140037,Hancock,Section,31,17,8,Farmers Gas Co.,Reeves,0,Orphaned,N,E,0,614761,4416100,gps,,140037,140037,,1,-9535381.8898,4849565.4545
